customerID,firstName,lastName,credit_card_number,orderId,purchaseDate,shipDate,shipMode,productID,department,category,productName,quantity,price,shippingCost,discount,sales,profit,distrCenterId,shippingZipCode,homeZipCode,transactionStatus,city,region,state,country,segment,orderPriority,Order_Returned,Order_Delayed_Delivery,Likes_Product,rating,reviewID,friends,Shared_with
276-14-5556,Jazmyne,Waters,xxxx-xxxx-xxxx-0301,c7ac4f01-10fa-4136-8076-8c09c7a154f5,Sat Nov 28 15:00:19 CST 2020,Wed Dec 02 14:47:18 CST 2020,Second Class,FUR-TA-1735-552,Furniture,Tables,Chrom Round Table,2,335.3,10.17,19.31,661.46,13.2292,DistributionCenter_96,30347,30347,Approved,Atlanta,South,GA,USA,Corporate,Critical,NO,NO,,,,415-30-9564;662-07-9109;433-07-5366;587-63-1043,
344-01-5231,Rosella,Runte,xxxx-xxxx-xxxx-7104,3bbe8fe4-fb23-4877-a3f3-d6abcf0aaecb,Sat Nov 28 14:50:36 CST 2020,Wed Dec 02 15:01:51 CST 2020,Second Class,ELE-PH-7080-874,Electronics,Phones,Panasonic Cordless Phone,2,507.41,8.22,17.75,1005.29,180.9522,DistributionCenter_27,10211,10211,Approved,New York,East,NY,USA,Home Office,medium,NO,YES,Yes,3,r3bbe8fe4-fb23-4877-a3f3-d6abcf0aaecb,,
229-80-1342,Evans,Schinner,xxxx-xxxx-xxxx-3802,7e49b10b-f6cc-44e4-96e6-3d410d3eb116,Sat Nov 28 14:51:56 CST 2020,Wed Dec 02 14:51:23 CST 2020,Second Class,ELE-PH-2244-342,Electronics,Phones,Samsung Smart Phone,4,603.17,9.79,12.09,2410.38,289.2456,DistributionCenter_74,75201,75201,Approved,Dallas,East,TX,USA,Home Office,low,NO,NO,Yes,3,r7e49b10b-f6cc-44e4-96e6-3d410d3eb116,058-85-6332,
750-73-5208,Rollin,Bogisich,xxxx-xxxx-xxxx-5536,df146aaa-46ca-44f7-9046-3e9fa8d4f862,Sat Nov 28 14:52:37 CST 2020,Wed Dec 02 14:52:15 CST 2020,Second Class,OFF-BI-4548-087,Office Supplies,Binders,ACCOHIDE Binder - Blue - 1,2,13.99,3.99,1.64,30.33,5.1561,DistributionCenter_78,75339,75339,Approved,Dallas,South,TX,USA,Home Office,medium,NO,NO,,,,058-85-6332,
660-98-6554,Werner,Price,xxxx-xxxx-xxxx-9494,2ae934db-75e4-4d6d-a3cb-3a6fcdb1be92,Sat Nov 28 14:53:10 CST 2020,Mon Nov 30 14:58:16 CST 2020,First Class,GRO-PA-2711-354,Grocery,Pasta,Spaghetti Multigrain Honey BBQ Pasta,3,6.75,2.98,2.4,20.83,1.2498,DistributionCenter_31,2295,2295,Approved,Boston,West,MA,USA,Home Office,Critical,NO,NO,,,,,
686-47-0528,Kay,Marvin,xxxx-xxxx-xxxx-6654,f3f8f82f-f5a8-4614-96b9-f58aae308af6,Sat Nov 28 14:51:00 CST 2020,Wed Dec 02 14:53:18 CST 2020,Second Class,GRO-PA-1498-785,Grocery,Pasta,Sweet & Sour Savory Pasta,5,6.73,2.4,2.93,33.12,2.3184,DistributionCenter_21,10286,10286,Approved,New York,South,NY,USA,Corporate,low,NO,NO,Yes,3,rf3f8f82f-f5a8-4614-96b9-f58aae308af6,058-85-6332,
232-42-6902,Eudora,Hauck,xxxx-xxxx-xxxx-1071,9fa88ec9-0bea-4fb7-9e84-6a66e20f49c8,Sat Nov 28 14:53:20 CST 2020,Wed Dec 02 14:51:48 CST 2020,Second Class,OFF-BI-4446-214,Office Supplies,Binders,Alpha Singer Bind Cover,1,13.8,2.29,1.54,14.55,2.1825,DistributionCenter_39,90096,90096,Approved,Los Angeles,South,CA,USA,Consumer,High,NO,NO,,,,421-71-8561;058-85-6332,
807-15-5972,Elfrieda,Reinger,xxxx-xxxx-xxxx-3379,55a10f47-05cf-4f0c-a929-2ac69a796341,Sat Nov 28 14:51:45 CST 2020,Sun Nov 29 14:49:31 CST 2020,Same Day,OFF-BI-2784-601,Office Supplies,Binders,Light Duty Binders,3,14.79,3.79,1.32,46.84,2.8104,DistributionCenter_85,37227,37227,Approved,Nashville,South,TN,USA,Consumer,High,NO,NO,,,,660-98-6555,
686-47-0528,Kay,Marvin,xxxx-xxxx-xxxx-6654,b6ec0f79-c4b7-4265-a238-fefc2223cf55,Sat Nov 28 14:50:15 CST 2020,Sun Nov 29 14:58:33 CST 2020,Same Day,OFF-AR-2548-810,Office Supplies,Art,Highlighter - Yellow Ink,2,9.21,1.15,1.96,17.61,2.1132,DistributionCenter_51,33152,33152,Approved,Miami,East,FL,USA,Corporate,Critical,NO,NO,,,,660-98-6555; 421-71-8561;058-85-6332,
046-16-9115,Jakob,Spinka,xxxx-xxxx-xxxx-8628,61d6eac4-2cd1-46d9-94d6-2e458bc6b445,Sat Nov 28 14:53:39 CST 2020,Sun Nov 29 15:01:43 CST 2020,Same Day,OFF-AP-2432-023,Office Supplies,Appliances,Philips Refrigerator - Blue,3,348.63,27.06,24.89,1048.06,178.1702,DistributionCenter_93,31192,31192,Approved,Atlanta,West,GA,USA,Corporate,Critical,NO,NO,No,2,r61d6eac4-2cd1-46d9-94d6-2e458bc6b445,,
549-51-7227,Mertie,Wuckert,xxxx-xxxx-xxxx-4064,017ab915-d953-4c60-b2bd-e5e4b36af74b,Sat Nov 28 14:55:23 CST 2020,Tue Dec 01 14:51:28 CST 2020,Standard Class,OFF-AR-7389-534,Office Supplies,Art,Brooke Multipurpose Staples,3,8.15,1.97,1.51,24.91,1.4946,DistributionCenter_94,30388,30388,Approved,Atlanta,North,GA,USA,Consumer,medium,NO,NO,,,,662-07-9109;433-07-5366;587-63-1043,
891-63-4083,Maegan,Stoltenberg,xxxx-xxxx-xxxx-9989,0d4c8f19-d8f1-47f9-8f46-26a013eb0aab,Sat Nov 28 14:53:29 CST 2020,Mon Nov 30 15:01:19 CST 2020,First Class,OFF-BI-5887-952,Office Supplies,Binders,Medium Duty Binders,4,12.46,2.21,1.62,50.43,2.0172,DistributionCenter_26,10003,10003,Approved,New York,South,NY,USA,Home Office,High,NO,NO,,,,,
705-81-8867,Joana,Padberg,xxxx-xxxx-xxxx-7163,17911c5d-0b3e-46a4-a41c-8ed966d65a19,Sat Nov 28 14:47:57 CST 2020,Wed Dec 02 14:52:03 CST 2020,Second Class,GRO-BE-9673-295,Grocery,Beans,Jolly Red Beans,2,5.85,2.45,1.3,12.85,1.1565,DistributionCenter_11,60645,60645,Approved,Chicago,North,IL,USA,Home Office,Critical,NO,NO,,,,660-98-6555;421-71-8561,
421-71-8561,Liliana,Murray,xxxx-xxxx-xxxx-7222,dd61279a-ee89-4add-95ed-3842ebe1bfa4,Sat Nov 28 14:47:33 CST 2020,Wed Dec 02 14:49:27 CST 2020,Second Class,FUR-FU-1665-295,Furniture,Furnishings,Oscil Wall Clock,5,219.37,18.85,10,1105.7,221.14,DistributionCenter_95,31145,31145,Approved,Atlanta,East,GA,USA,Corporate,Critical,NO,NO,,,,660-98-6555;058-85-6332,
162-44-1763,Robbie,Runolfsson,xxxx-xxxx-xxxx-7487,415e7fcc-64f7-471e-961e-6f75f1864d1c,Sat Nov 28 14:55:07 CST 2020,Tue Dec 01 14:48:07 CST 2020,Standard Class,ELE-PH-6473-472,Electronics,Phones,Redmi 4 Smart Phone,2,648.06,9.43,11.12,1294.43,207.1088,DistributionCenter_96,31197,31197,Approved,Atlanta,East,GA,USA,Corporate,low,YES,NO,,,,058-85-6332,
814-52-6797,Cynthia,Kulas,xxxx-xxxx-xxxx-5237,ee1ed476-ce53-4d63-bf04-12c5ad9e48e6,Sat Nov 28 14:58:40 CST 2020,Wed Dec 02 14:50:30 CST 2020,Second Class,OFF-AR-4088-126,Office Supplies,Art,Whiteboard Marker Set - 10 pcs,3,8.31,1.24,1.39,24.78,3.9648,DistributionCenter_85,37213,37213,Approved,Nashville,North,TN,USA,Corporate,Critical,NO,NO,,,,058-85-6332,
149-06-6168,Adriel,Goldner,xxxx-xxxx-xxxx-6676,f79b8a39-75a8-47fa-b1eb-293d817a81ef,Sat Nov 28 15:01:20 CST 2020,Wed Dec 02 14:52:54 CST 2020,Second Class,GRO-PA-1654-808,Grocery,Pasta,Honey Mustard Multigrain Pasta,3,6.51,2.01,2.98,18.56,2.0416,DistributionCenter_16,10281,10281,Approved,New York,West,NY,USA,Consumer,medium,NO,YES,,,,515-19-6001;481-01-9210;660-98-6554;570-49-7855,
415-30-9564,Eusebio,Walker,xxxx-xxxx-xxxx-9153,eb0d0cd1-e30e-4be9-b70f-776d4b51f99f,Sat Nov 28 14:57:17 CST 2020,Mon Nov 30 14:56:17 CST 2020,First Class,OFF-BI-8574-415,Office Supplies,Binders,Medium Duty Binders,2,10.34,2.25,1.55,21.38,4.0622,DistributionCenter_24,10043,10043,Approved,New York,South,NY,USA,Home Office,low,NO,NO,No,1,reb0d0cd1-e30e-4be9-b70f-776d4b51f99f,,
662-07-9109,Lowell,Fritsch,xxxx-xxxx-xxxx-8815,44bbb6f3-780b-4a96-bea8-bc8fb3e4ebe0,Sat Nov 28 14:54:57 CST 2020,Sun Nov 29 14:48:28 CST 2020,Same Day,GRO-BE-7694-250,Grocery,Beans,Organic Red Beans,2,4.87,2.06,1.85,9.95,1.2935,DistributionCenter_92,30340,30340,Approved,Atlanta,North,GA,USA,Corporate,Critical,YES,NO,No,2,r44bbb6f3-780b-4a96-bea8-bc8fb3e4ebe0,,
433-07-5366,Laurine,Jones,xxxx-xxxx-xxxx-2466,d1c83652-47df-4058-840d-8cd48b95f516,Sat Nov 28 14:50:40 CST 2020,Tue Dec 01 14:47:49 CST 2020,Standard Class,FUR-BO-4461-437,Furniture,Bookcases,Ikea Classic Bookcase - Mobile,2,185.64,12.5,11.28,372.5,26.075,DistributionCenter_1,60697,60697,Approved,Chicago,South,IL,USA,Consumer,low,NO,NO,No,1,rd1c83652-47df-4058-840d-8cd48b95f516,,
587-63-1043,Zachariah,Raynor,xxxx-xxxx-xxxx-0971,ca0db184-a6c9-4118-b8bc-1141a1e095fc,Sat Nov 28 14:54:49 CST 2020,Wed Dec 02 14:48:11 CST 2020,Second Class,GRO-PA-7711-957,Grocery,Pasta,Rotini Multigrain Pasta,2,5.39,2.99,2.85,10.92,1.8564,DistributionCenter_74,75378,75378,Approved,Dallas,South,TX,USA,Home Office,low,NO,NO,,,,,
229-80-1342,Evans,Schinner,xxxx-xxxx-xxxx-3802,4349b5e8-7a71-4371-b05b-c9d315628083,Sat Nov 28 15:01:41 CST 2020,Wed Dec 02 14:50:03 CST 2020,Second Class,GRO-PA-1770-371,Grocery,Pasta,Ranch Style Multigrain Pasta,4,5.09,2.47,2.45,20.38,2.8532,DistributionCenter_92,30307,30307,Approved,Atlanta,West,GA,USA,Home Office,low,YES,NO,Yes,3,r4349b5e8-7a71-4371-b05b-c9d315628083,,
030-28-5658,Jaquan,Blick,xxxx-xxxx-xxxx-0745,96b38561-7868-43db-b2c1-65646bf3de1d,Sat Nov 28 15:00:34 CST 2020,Wed Dec 02 14:49:56 CST 2020,Second Class,GRO-PA-8741-464,Grocery,Pasta,Sweet & Sour Savory Pasta,3,5.2,2.99,2.6,15.99,2.3985,DistributionCenter_82,37230,37230,Approved,Nashville,West,TN,USA,Home Office,Critical,NO,NO,No,1,r96b38561-7868-43db-b2c1-65646bf3de1d,,
689-14-9318,Ashly,Zieme,xxxx-xxxx-xxxx-1612,844c8a0f-be6d-4306-b4cb-c66e99a36b62,Sat Nov 28 14:59:00 CST 2020,Wed Dec 02 14:48:31 CST 2020,Second Class,OFF-BI-3466-667,Office Supplies,Binders,Medium Duty Binders,4,13.51,2.23,1.22,55.05,9.3585,DistributionCenter_71,75353,75353,Approved,Dallas,West,TX,USA,Consumer,Critical,NO,NO,,,,,
705-81-8867,Joana,Padberg,xxxx-xxxx-xxxx-7163,24731b8b-2704-48de-bac8-d8d087b5217f,Sat Nov 28 14:52:39 CST 2020,Mon Nov 30 14:51:22 CST 2020,First Class,OFF-AP-4319-387,Office Supplies,Appliances,Philips Refrigerator - Blue,1,392.66,24.97,21.12,396.51,51.5463,DistributionCenter_49,33177,33177,Approved,Miami,West,FL,USA,Corporate,medium,NO,NO,,,,,
515-19-6001,Foster,Okuneva,xxxx-xxxx-xxxx-6555,a5a102e1-90b1-4e54-ab35-e7ec289a4089,Sat Nov 28 14:49:36 CST 2020,Sun Nov 29 14:53:41 CST 2020,Same Day,FUR-FU-0861-204,Furniture,Furnishings,Poster Frame,1,248.96,16.29,11.94,253.31,27.8641,DistributionCenter_7,60602,60602,Approved,Chicago,South,IL,USA,Consumer,medium,NO,NO,No,2,ra5a102e1-90b1-4e54-ab35-e7ec289a4089,,
708-07-3304,Brooks,Tremblay,xxxx-xxxx-xxxx-9731,16e1d007-a7c9-463a-af40-26b41680b31e,Sat Nov 28 15:01:57 CST 2020,Wed Dec 02 14:52:13 CST 2020,Second Class,FUR-BO-1042-105,Furniture,Bookcases,Wheelo Bookcase - Multipurpose,2,101.62,12.62,11.87,203.99,2.0399,DistributionCenter_81,37217,37217,Approved,Nashville,South,TN,USA,Consumer,Critical,NO,NO,,,,149-06-6168; 481-01-9210; 660-98-6554; 570-49-7855,
194-77-5602,Candido,Bergstrom,xxxx-xxxx-xxxx-9031,83209a30-1c5b-409e-8eaa-3f61d19cf6c4,Sat Nov 28 14:48:46 CST 2020,Mon Nov 30 14:52:10 CST 2020,First Class,CLO-TS-6813-006,Clothing,TShirt,Brite Men's L77 Vest,3,23.52,4.41,3.62,71.35,12.843,DistributionCenter_4,60614,60614,Approved,Chicago,West,IL,USA,Corporate,Critical,NO,NO,Yes,3,r83209a30-1c5b-409e-8eaa-3f61d19cf6c4,,
350-12-4163,Johnpaul,Balistreri,xxxx-xxxx-xxxx-9401,d43b233e-0900-452b-b48e-8ea366af0409,Sat Nov 28 14:58:19 CST 2020,Tue Dec 01 14:48:01 CST 2020,Standard Class,ELE-PH-9640-506,Electronics,Phones,LG CDMA 3,2,645.95,8.24,15.46,1284.68,218.3956,DistributionCenter_81,37238,37238,Approved,Nashville,East,TN,USA,Consumer,Critical,NO,NO,Yes,3,rd43b233e-0900-452b-b48e-8ea366af0409,,
421-71-8561,Liliana,Murray,xxxx-xxxx-xxxx-7222,df6f6080-a82c-472b-9437-ade2fb98a082,Sat Nov 28 14:48:19 CST 2020,Wed Dec 02 14:58:05 CST 2020,Second Class,OFF-AR-1258-611,Office Supplies,Art,Keon Office Whiteboard,2,6.32,1.63,1.91,12.36,1.3596,DistributionCenter_59,33186,33186,Approved,Miami,East,FL,USA,Corporate,medium,NO,YES,Yes,3,rdf6f6080-a82c-472b-9437-ade2fb98a082,,
415-30-9564,Eusebio,Walker,xxxx-xxxx-xxxx-9153,ef200b02-2dbc-4412-a1e7-4d82d5a8c0d2,Sat Nov 28 14:49:20 CST 2020,Wed Dec 02 14:53:54 CST 2020,Second Class,OFF-BI-1506-020,Office Supplies,Binders,Avery Binding System,5,11.05,3,1.3,56.95,1.139,DistributionCenter_50,33127,33127,Approved,Miami,West,FL,USA,Consumer,High,NO,NO,Yes,4,ref200b02-2dbc-4412-a1e7-4d82d5a8c0d2,,
740-59-6161,Sandrine,Botsford,xxxx-xxxx-xxxx-4827,abac6712-3ffb-4bc0-9371-a18188d8b277,Sat Nov 28 14:50:40 CST 2020,Mon Nov 30 14:48:29 CST 2020,First Class,FUR-FU-4833-147,Furniture,Furnishings,Granite Flooring Mat,2,261.92,19.44,11.04,532.24,47.9016,DistributionCenter_18,10013,10013,Approved,New York,South,NY,USA,Corporate,medium,NO,NO,No,2,rabac6712-3ffb-4bc0-9371-a18188d8b277,,
404-16-7802,Lupe,Bednar,xxxx-xxxx-xxxx-3973,0ba3f10b-9429-4dde-995f-107b1b43464a,Sat Nov 28 15:01:39 CST 2020,Tue Dec 01 14:51:31 CST 2020,Standard Class,OFF-AR-7481-709,Office Supplies,Art,Highlighter - Yellow Ink,4,5.32,1.6,1.02,21.86,1.9674,DistributionCenter_2,60616,60616,Approved,Chicago,East,IL,USA,Consumer,medium,NO,NO,,,,421-71-8561,
058-85-6332,Ludie,Brekke,xxxx-xxxx-xxxx-3513,e0233220-7af0-4469-bab5-39945d729734,Sat Nov 28 15:01:57 CST 2020,Wed Dec 02 14:52:13 CST 2020,Second Class,FUR-BO-1042-105,Furniture,Bookcases,Wheelo Bookcase - Multipurpose,2,101.62,12.62,11.87,203.99,2.0399,DistributionCenter_81,37217,37217,Approved,Nashville,South,TN,USA,Consumer,Critical,NO,NO,,2,r04233220-7af0-4469-bab5-39945d729734,149-06-6168; 481-01-9210; 660-98-6554; 570-49-7855,
058-85-6332,Ludie,Brekke,xxxx-xxxx-xxxx-3513,e4233220-7af0-4469-bab5-39945d729735,Sat Nov 28 14:49:23 CST 2020,Tue Dec 01 14:48:45 CST 2020,Standard Class,FUR-TA-2612-072,Furniture,Tables,Laptop Table - Multipurpose,4,300.16,14.71,13.65,1201.7,144.204,DistributionCenter_10,60656,60656,Approved,Chicago,South,IL,USA,Home Office,Critical,NO,NO,No,2,re4233220-7af0-4469-bab5-39945d729735,421-71-8561,
058-85-6332,Ludie,Brekke,xxxx-xxxx-xxxx-3513,e9233220-7af0-4469-bab5-39945d729735,Sat Nov 28 14:49:23 CST 2020,Tue Dec 01 14:48:45 CST 2020,Standard Class,FUR-TA-1735-552,Furniture,Tables,Chrom Round Table,4,300.16,14.71,13.65,1201.7,144.204,DistributionCenter_10,60656,60656,Approved,Chicago,South,IL,USA,Home Office,Critical,NO,NO,No,2,re9233220-7af0-4469-bab5-39945d729735,421-71-8561,
058-85-6332,Ludie,Brekke,xxxx-xxxx-xxxx-2466,d9c83652-47df-4058-840d-8cd48b95f516,Sat Nov 28 14:50:40 CST 2020,Tue Dec 01 14:47:49 CST 2020,Standard Class,FUR-BO-4461-437,Furniture,Bookcases,Ikea Classic Bookcase - Mobile,2,185.64,12.5,11.28,372.5,26.075,DistributionCenter_1,60697,60697,Approved,Chicago,South,IL,USA,Consumer,low,NO,NO,No,1,rd1c83652-47df-4058-840d-8cd48b95f516,,
289-73-0611,Berniece,Lindgren,xxxx-xxxx-xxxx-9627,495bb8e2-f2f2-48eb-85f1-7186905432bb,Sat Nov 28 14:47:18 CST 2020,Sun Nov 29 14:58:41 CST 2020,Same Day,OFF-BI-6160-265,Office Supplies,Binders,Wayne Geo Bind Cover,2,12.46,3.8,1.21,27.51,2.2008,DistributionCenter_85,37227,37227,Approved,Nashville,South,TN,USA,Corporate,low,NO,NO,No,1,r495bb8e2-f2f2-48eb-85f1-7186905432bb,,
404-16-7802,Lupe,Bednar,xxxx-xxxx-xxxx-3973,672e40d3-3832-4060-9870-99f3a1ac56c2,Sat Nov 28 14:57:23 CST 2020,Mon Nov 30 14:58:56 CST 2020,First Class,ELE-PH-0078-710,Electronics,Phones,Redmi 4 Smart Phone,1,736.85,7.21,11.54,732.52,43.9512,DistributionCenter_97,30361,30361,Approved,Atlantic,East,PA,USA,Home Office,low,NO,NO,,2,r995bb8e2-f2f2-48eb-85f1-7186905432bb,,
660-98-6554,Werner,Price,xxxx-xxxx-xxxx-9494,de076650-0aea-4163-8915-79b21d9a7a68,Sat Nov 28 14:56:27 CST 2020,Sun Nov 29 14:47:31 CST 2020,Same Day,FUR-BO-5541-507,Furniture,Bookcases,Safco Classic Bookcase - Pine,3,140.49,12.81,11.3,422.98,29.6086,DistributionCenter_5,60665,60665,Approved,Chicago,South,IL,USA,Consumer,Critical,NO,NO,No,1,rde076650-0aea-4163-8915-79b21d9a7a68,,
493-03-6611,Natalia,Wintheiser,xxxx-xxxx-xxxx-7339,4eb4f26a-5270-4165-9ba3-cbbba34c070f,Sat Nov 28 14:48:21 CST 2020,Mon Nov 30 14:52:43 CST 2020,First Class,CLO-TS-4343-834,Clothing,TShirt,Levis Brown T-Shirt,1,21.1,4.44,3.44,22.1,0.221,DistributionCenter_79,75211,75211,Approved,Dallas,West,TX,USA,Home Office,Critical,NO,NO,Yes,3,r4eb4f26a-5270-4165-9ba3-cbbba34c070f,421-71-8561,
891-63-4083,Maegan,Stoltenberg,xxxx-xxxx-xxxx-9989,744475bd-5a79-4335-874d-1812d4a09844,Sat Nov 28 14:54:39 CST 2020,Sun Nov 29 14:49:55 CST 2020,Same Day,OFF-BI-7194-381,Office Supplies,Binders,Avery Binding System,1,14.69,2.39,1.28,15.8,1.106,DistributionCenter_14,10081,10081,Declined,New York,South,NY,USA,Home Office,Critical,NO,NO,No,1,r744475bd-5a79-4335-874d-1812d4a09844,,
030-28-5658,Jaquan,Blick,xxxx-xxxx-xxxx-0745,bd30a574-4eb4-4e19-802e-41745f3091d1,Sat Nov 28 14:49:58 CST 2020,Sun Nov 29 14:50:13 CST 2020,Same Day,GRO-BE-6526-010,Grocery,Beans,Mexicana Red Beans,2,4.51,2.64,1.6,10.06,0.4024,DistributionCenter_16,10014,10014,Approved,New York,North,NY,USA,Consumer,low,NO,NO,No,2,rbd30a574-4eb4-4e19-802e-41745f3091d1,,
229-10-6946,Carmel,McClure,xxxx-xxxx-xxxx-5440,e2611fe6-6a66-44c3-ad86-eb5a9acea4ce,Sat Nov 28 14:53:29 CST 2020,Tue Dec 01 14:52:37 CST 2020,Standard Class,FUR-BO-6368-813,Furniture,Bookcases,Ikea Classic Bookcase - Mobile,4,155.49,12.71,10.87,623.8,118.522,DistributionCenter_89,30348,30348,Approved,Atlanta,South,GA,USA,Home Office,medium,NO,NO,,,,481-01-9210; 660-98-6554; 570-49-7855,
076-76-5305,Reva,Boyer,xxxx-xxxx-xxxx-4150,ab2b5e2e-5dfa-430a-a562-bd118cdfbcda,Sat Nov 28 14:50:17 CST 2020,Tue Dec 01 15:01:34 CST 2020,Standard Class,FUR-TA-6390-740,Furniture,Tables,Frontier Mount Side Table,3,252.31,13.98,10.67,760.24,136.8432,DistributionCenter_71,75205,75205,Approved,Dallas,South,TX,USA,Corporate,medium,NO,NO,,,,341-24-9394,341-24-9394
766-20-9408,Crystel,Romaguera,xxxx-xxxx-xxxx-3515,ff271bf0-3be2-450d-93c1-07ac1dccdef8,Sat Nov 28 14:53:41 CST 2020,Tue Dec 01 14:57:40 CST 2020,Standard Class,OFF-BI-3483-612,Office Supplies,Binders,Avery Binding System,3,11.77,3.91,1.95,37.27,5.5905,DistributionCenter_92,30367,30367,Approved,Atlanta,South,GA,USA,Home Office,low,NO,NO,No,1,rff271bf0-3be2-450d-93c1-07ac1dccdef8,570-49-7855; 393-58-3184; 640-50-2330; 411-31-6092,570-49-7855; 393-58-3184; 640-50-2330; 411-31-6092
